t,MV,PV,DV
1.090000000000000000e+02,4.999999999999999289e+01,3.568999999999999773e+01,5.000000000000000000e+01
1.100000000000000000e+02,5.000000000000000711e+01,3.575000000000000000e+01,5.000000000000000000e+01
1.110000000000000000e+02,4.999999999999999289e+01,3.578999999999999915e+01,5.000000000000000000e+01
1.120000000000000000e+02,5.000000000000000711e+01,3.592000000000000171e+01,5.000000000000000000e+01
1.130000000000000000e+02,5.000000000000000000e+01,3.603999999999999915e+01,5.000000000000000000e+01
1.140000000000000000e+02,5.000000000000000711e+01,3.607999999999999829e+01,5.000000000000000000e+01
1.150000000000000000e+02,5.000000000000000000e+01,3.610999999999999943e+01,5.000000000000000000e+01
1.160000000000000000e+02,5.000000000000000000e+01,3.629999999999999716e+01,5.000000000000000000e+01
1.170000000000000000e+02,5.000000000000000711e+01,3.636999999999999744e+01,5.000000000000000000e+01
1.180000000000000000e+02,5.000000000000000000e+01,3.636999999999999744e+01,5.000000000000000000e+01
1.190000000000000000e+02,4.999999999999999289e+01,3.650000000000000000e+01,5.000000000000000000e+01
1.200000000000000000e+02,5.000000000000000000e+01,3.665999999999999659e+01,5.000000000000000000e+01
1.210000000000000000e+02,4.999999999999999289e+01,3.668999999999999773e+01,5.000000000000000000e+01
1.220000000000000000e+02,5.000000000000000000e+01,3.668999999999999773e+01,5.000000000000000000e+01
1.230000000000000000e+02,5.000000000000000711e+01,3.688000000000000256e+01,5.000000000000000000e+01
1.240000000000000000e+02,4.999999999999999289e+01,3.697999999999999687e+01,5.000000000000000000e+01
1.250000000000000000e+02,4.999999999999999289e+01,3.700999999999999801e+01,5.000000000000000000e+01
1.260000000000000000e+02,5.000000000000000000e+01,3.700999999999999801e+01,5.000000000000000000e+01
1.270000000000000000e+02,5.000000000000000000e+01,3.710999999999999943e+01,5.000000000000000000e+01
1.280000000000000000e+02,5.000000000000000000e+01,3.727000000000000313e+01,5.000000000000000000e+01
1.290000000000000000e+02,5.000000000000000000e+01,3.732999999999999829e+01,5.000000000000000000e+01
1.300000000000000000e+02,5.000000000000000711e+01,3.732999999999999829e+01,5.000000000000000000e+01
1.310000000000000000e+02,5.000000000000000711e+01,3.750000000000000000e+01,5.000000000000000000e+01
1.320000000000000000e+02,5.000000000000000000e+01,3.753000000000000114e+01,5.000000000000000000e+01
1.330000000000000000e+02,5.000000000000000000e+01,3.765999999999999659e+01,5.000000000000000000e+01
1.340000000000000000e+02,5.000000000000000711e+01,3.765999999999999659e+01,5.000000000000000000e+01
1.350000000000000000e+02,5.000000000000000000e+01,3.765999999999999659e+01,5.000000000000000000e+01
1.360000000000000000e+02,5.000000000000000000e+01,3.782000000000000028e+01,5.000000000000000000e+01
1.370000000000000000e+02,5.000000000000000000e+01,3.778999999999999915e+01,5.000000000000000000e+01
1.380000000000000000e+02,5.000000000000000000e+01,3.797999999999999687e+01,5.000000000000000000e+01
1.390000000000000000e+02,5.000000000000000000e+01,3.797999999999999687e+01,5.000000000000000000e+01
1.400000000000000000e+02,5.000000000000000711e+01,3.800999999999999801e+01,5.000000000000000000e+01
1.410000000000000000e+02,4.999999999999999289e+01,3.814000000000000057e+01,5.000000000000000000e+01
1.420000000000000000e+02,5.000000000000000000e+01,3.829999999999999716e+01,5.000000000000000000e+01
1.430000000000000000e+02,5.000000000000000000e+01,3.829999999999999716e+01,5.000000000000000000e+01
1.440000000000000000e+02,4.999999999999999289e+01,3.832999999999999829e+01,5.000000000000000000e+01
1.450000000000000000e+02,4.999999999999999289e+01,3.846000000000000085e+01,5.000000000000000000e+01
1.460000000000000000e+02,5.000000000000000000e+01,3.859000000000000341e+01,5.000000000000000000e+01
1.470000000000000000e+02,4.999999999999999289e+01,3.861999999999999744e+01,5.000000000000000000e+01
1.480000000000000000e+02,4.999999999999999289e+01,3.861999999999999744e+01,5.000000000000000000e+01
1.490000000000000000e+02,4.999999999999999289e+01,3.861999999999999744e+01,5.000000000000000000e+01
